,avg_rating,opening_ply,MA
719,1715,4.2,4.865103676280157
720,1716,4.5,4.853198914375395
721,1717,6.5555555555555545,4.92929319046967
722,1718,5.454545454545454,4.962626523803004
723,1719,3.9,4.932626523803004
724,1720,4.7,4.924848746025225
725,1721,4.571428571428571,4.937835759012239
726,1722,4.25,4.895188700188709
727,1723,5.0,4.878522033522042
728,1724,5.142857142857143,4.929950604950614
729,1725,5.0555555555555545,4.967219123469132
730,1726,6.222222222222222,5.052404308654317
731,1727,4.5,5.0214519277019365
732,1728,4.5555555555555545,4.9999704462204555
733,1729,3.888888888888889,4.951822298072306
734,1730,5.666666666666668,5.002249648499657
735,1731,4.0,4.97308298183299
736,1732,5.727272727272728,4.9882344969845045
737,1733,5.5,5.002337061087069
738,1734,3.7,5.009003727753735
739,1735,4.571428571428571,4.994718013468021
740,1736,4.125,5.027456108706117
741,1737,4.727272727272728,4.962115199615208
742,1738,5.363636363636363,4.95423641173642
743,1739,4.769230769230768,4.946544104044112
744,1740,4.375,4.892377437377446
745,1741,6.1818181818181825,4.912723757723766
746,1742,4.777777777777779,4.85716820216821
747,1743,4.0,4.829390424390431
748,1744,4.8,4.826057091057098
749,1745,6.7142857142857135,4.9098666148666235
750,1746,4.636363636363637,4.914412069412077
751,1747,4.5,4.845893550893559
752,1748,4.142857142857143,4.8021706071706145
753,1749,4.8,4.832170607170615
754,1750,6.6,4.895503940503948
755,1751,4.4444444444444455,4.891271136271144
756,1752,4.714285714285714,4.906747326747335
757,1753,5.8181818181818175,4.9340200540200625
758,1754,4.25,4.904258149258157
759,1755,3.25,4.844072964072973
760,1756,8.066666666666666,4.905554445554454
761,1757,4.0,4.888887778887788
762,1758,5.111111111111111,4.907406297406307
763,1759,4.5,4.927776667776677
764,1760,8.818181818181818,5.032827172827182
765,1761,6.2857142857142865,5.109017649017658
766,1762,2.888888888888889,5.014404854404863
767,1763,4.8,4.991071521071531
768,1764,5.090909090909091,5.0374351574351675
769,1765,5.142857142857143,5.0564827764827855
770,1766,6.8181818181818175,5.146255503755513
771,1767,5.625,5.176179746179756
772,1768,5.9,5.194058534058543
773,1769,6.2857142857142865,5.244607984607994
774,1770,4.428571428571429,5.246393698893708
775,1771,6.0,5.240333092833101
776,1772,5.5625,5.266490500240509
777,1773,5.454545454545454,5.3149753487253575
778,1774,2.6666666666666665,5.243864237614246
779,1775,5.75,5.211721380471388
780,1776,3.4285714285714284,5.171461640211648
781,1777,4.388888888888889,5.167757936507944
782,1778,3.75,5.154662698412706
783,1779,5.3,5.171329365079373
784,1780,4.2,5.091329365079373
785,1781,4.545454545454546,5.0946963684463755
786,1782,5.5,5.120886844636852
787,1783,5.7142857142857135,5.117423641173648
788,1784,4.4,5.122423641173649
789,1785,7.0,5.247423641173649
790,1786,5.909090909090909,5.175504449254457
791,1787,6.666666666666668,5.264393338143345
792,1788,4.571428571428571,5.246403920153927
793,1789,6.0769230769230775,5.29896802271803
794,1790,8.0,5.271695295445302
795,1791,5.4444444444444455,5.2436529674029755
796,1792,6.071428571428571,5.3497376234876315
797,1793,3.333333333333333,5.300848734598743
798,1794,5.571428571428571,5.316866050616059
799,1795,6.0,5.3454374791874875
800,1796,5.833333333333332,5.3126091963592055
801,1797,5.166666666666667,5.297331418581427
802,1798,2.0,5.167331418581427
803,1799,7.4444444444444455,5.205955757205767
804,1800,5.7,5.248336709586719
805,1801,5.8,5.2416700429200525
806,1802,5.4,5.236253376253386
807,1803,4.0,5.1877685277685375
808,1804,4.6,5.252212972212982
809,1805,6.166666666666668,5.266101861101871
810,1806,5.375,5.330982813482823
811,1807,4.769230769230768,5.343660876160886
812,1808,6.0,5.418660876160886
813,1809,6.5,5.458660876160886
814,1810,5.142857142857143,5.490089447589457
815,1811,4.181818181818182,5.4779682354682455
816,1812,5.5,5.4779682354682455
817,1813,7.0,5.520825378325388
818,1814,5.222222222222221,5.548232785732796
819,1815,3.5,5.4315661190661295
820,1816,5.5,5.417929755429766
821,1817,3.5,5.312374199874211
822,1818,4.5555555555555545,5.311845099345109
823,1819,5.0,5.275947663447673
824,1820,4.375,5.1551143301143405
825,1821,5.833333333333332,5.168077293077303
826,1822,6.375,5.17819634069635
827,1823,4.142857142857143,5.205180467680477
828,1824,4.125,5.156966181966191
829,1825,5.0,5.123632848632857
830,1826,5.333333333333333,5.1069661819661905
831,1827,3.5454545454545454,5.052925777925787
832,1828,5.3,5.162925777925787
833,1829,3.8571428571428568,5.043349058349067
834,1830,5.9230769230769225,5.050784955784965
835,1831,5.454545454545454,5.039269804269813
836,1832,4.5555555555555545,5.011121656121665
837,1833,5.0,5.044454989454999
838,1834,5.25,5.066121656121665
839,1835,6.0,5.06056610056611
840,1836,5.428571428571429,5.062351814851824
841,1837,5.333333333333333,5.081155233655243
842,1838,3.6666666666666665,5.003377455877465
843,1839,4.833333333333333,4.94782190032191
844,1840,5.545454545454546,4.961241813741823
845,1841,5.25,4.996847874347883
846,1842,5.666666666666668,5.002403429903438
847,1843,4.9,4.932403429903439
848,1844,3.75,4.883329355829364
849,1845,5.0,4.933329355829364
850,1846,3.25,4.8583293558293645
851,1847,5.375,4.9208293558293645
852,1848,6.9,4.998977503977513
853,1849,6.4,5.04564417064418
854,1850,7.8,5.159810837310847
855,1851,5.333333333333333,5.14314417064418
856,1852,7.375,5.176477503977513
857,1853,4.666666666666667,5.193937821437831
858,1854,6.428571428571429,5.270723535723545
859,1855,4.454545454545454,5.252541717541727
860,1856,3.4,5.1880972730972825
861,1857,7.333333333333332,5.31435989935991
862,1858,4.75,5.296026566026575
863,1859,7.5,5.417455137455147
864,1860,4.222222222222221,5.36075998075999
865,1861,5.7,5.368941798941807
866,1862,6.0,5.4170899470899565
867,1863,6.1818181818181825,5.456483886483896
868,1864,3.571428571428572,5.400531505531515
869,1865,3.333333333333333,5.311642616642627
870,1866,6.8,5.357356902356913
871,1867,6.5,5.396245791245802
872,1868,6.545454545454546,5.492205387205398
873,1869,5.666666666666668,5.5199831649831745
874,1870,5.111111111111111,5.505505050505061
875,1871,5.636363636363638,5.518383838383849
876,1872,5.0,5.4961616161616265
877,1873,4.875,5.495328282828293
878,1874,5.166666666666667,5.542550505050515
879,1875,6.0,5.575883838383848
880,1876,4.142857142857143,5.605645743145753
881,1877,6.090909090909091,5.629509379509389
882,1878,5.9,5.596176046176056
883,1879,6.666666666666668,5.605064935064944
884,1880,5.857142857142858,5.540303030303039
885,1881,6.2727272727272725,5.571616161616171
886,1882,8.2,5.59911616161617
887,1883,3.7,5.566893939393948
888,1884,5.571428571428571,5.53832251082252
889,1885,7.0,5.623170995671004
890,1886,7.0,5.743170995671004
891,1887,4.666666666666667,5.654282106782115
892,1888,5.125,5.666782106782114
893,1889,5.833333333333332,5.61122655122656
894,1890,5.8,5.663819143819152
895,1891,8.0,5.740485810485819
896,1892,8.0,5.807152477152486
897,1893,7.166666666666668,5.839980759980768
898,1894,4.25,5.862599807599816
899,1895,4.4,5.898155363155371
900,1896,7.666666666666668,5.927044252044259
901,1897,6.0,5.910377585377592
902,1898,5.25,5.867195767195775
903,1899,7.0,5.911640211640219
904,1900,5.909090909090909,5.938239538239546
905,1901,5.0,5.917027417027425
906,1902,4.625,5.904527417027425
907,1903,4.75,5.9003607503607585
908,1904,5.666666666666668,5.917027417027425
909,1905,4.833333333333333,5.878138528138536
910,1906,5.0,5.906709956709965
911,1907,5.166666666666667,5.875901875901884
912,1908,5.428571428571429,5.860187590187597
913,1909,5.666666666666668,5.826854256854264
914,1910,8.25,5.906616161616169
915,1911,5.666666666666668,5.886414141414148
916,1912,4.0,5.7464141414141485
917,1913,4.166666666666667,5.761969696969704
918,1914,5.75,5.767922077922084
919,1915,6.333333333333332,5.745699855699863
920,1916,8.5,5.795699855699863
921,1917,3.5,5.756810966810974
922,1918,5.25,5.760977633477641
923,1919,4.5,5.716533189033196
924,1920,8.0,5.789866522366529
925,1921,5.0,5.689866522366529
926,1922,5.375,5.602366522366529
927,1923,5.0,5.530144300144307
928,1924,6.0,5.58847763347764
929,1925,7.4,5.688477633477641
930,1926,5.2,5.606255411255418
931,1927,5.333333333333333,5.584033189033196
932,1928,5.6,5.595699855699863
933,1929,4.25,5.504033189033196
934,1930,5.0,5.473730158730166
935,1931,6.0,5.507063492063499
936,1932,3.0,5.452896825396833
937,1933,8.5,5.577896825396833
938,1934,8.0,5.655674603174611
939,1935,3.0,5.594563492063499
940,1936,7.857142857142858,5.689801587301594
941,1937,10.0,5.850912698412706
942,1938,4.2,5.809960317460325
943,1939,5.125,5.79190476190477
944,1940,5.333333333333333,5.694682539682548
945,1941,6.875,5.734960317460326
946,1942,3.5,5.718293650793659
947,1943,4.0,5.712738095238104
948,1944,5.857142857142858,5.7163095238095325
949,1945,4.666666666666667,5.660753968253976
950,1946,4.5,5.527420634920643
951,1947,6.0,5.610753968253976
952,1948,6.0,5.635753968253977
953,1949,6.0,5.685753968253977
954,1950,3.8333333333333335,5.546865079365088
955,1951,7.666666666666668,5.635753968253977
956,1952,4.333333333333333,5.6010317460317545
957,1953,7.0,5.667698412698422
958,1954,3.333333333333333,5.578809523809533
959,1955,4.636363636363637,5.4866883116883205
960,1956,5.25,5.488354978354987
961,1957,4.0,5.443910533910542
962,1958,4.333333333333333,5.4016883116883205
963,1959,4.333333333333333,5.404466089466099
964,1960,4.0,5.3711327561327655
965,1961,3.8571428571428568,5.299704184704194
966,1962,4.2727272727272725,5.342128427128437
967,1963,5.75,5.2504617604617705
968,1964,4.2,5.123795093795104
969,1965,3.5,5.14046176046177
970,1966,6.333333333333332,5.0896681096681196
971,1967,6.8,4.983001443001453
972,1968,6.0,5.043001443001454
973,1969,10.5,5.22216810966812
974,1970,7.2,5.284390331890341
975,1971,3.25,5.1635569985570084
976,1972,5.285714285714286,5.223080808080818
977,1973,7.666666666666668,5.3453030303030395
978,1974,13.0,5.583398268398278
979,1975,7.5,5.677842712842722
980,1976,9.0,5.827842712842722
981,1977,3.2,5.734509379509388
982,1978,4.4,5.681176046176055
983,1979,5.0,5.6478427128427215
984,1980,4.0,5.653398268398277
985,1981,4.857142857142857,5.559747474747484
986,1982,6.5,5.631969696969706
987,1983,3.6,5.518636363636372
988,1984,6.666666666666668,5.629747474747483
989,1985,5.5,5.6585353535353615
990,1986,9.4,5.796868686868695
991,1987,3.0,5.763535353535362
992,1988,3.6666666666666665,5.741313131313139
993,1989,4.0,5.730202020202028
994,1990,4.0,5.730202020202028
995,1991,4.0,5.734963924963933
996,1992,3.0,5.69253968253969
997,1993,5.5,5.684206349206357
998,1994,5.0,5.710873015873023
999,1995,4.0,5.72753968253969
1000,1996,7.428571428571429,5.764047619047626
1001,1997,5.0,5.704047619047626
1002,1998,3.5,5.620714285714292
1003,1999,6.0,5.470714285714292
1004,2000,4.2,5.370714285714292
1005,2001,4.0,5.395714285714292
1006,2002,4.6,5.372857142857149
1007,2003,7.2857142857142865,5.360158730158736
1008,2004,6.0,5.126825396825404
1009,2005,5.5,5.0601587301587365
1010,2006,3.333333333333333,4.871269841269848
1011,2007,3.8,4.891269841269849
1012,2008,4.25,4.886269841269849
1013,2009,6.0,4.919603174603182
1014,2010,4.75,4.944603174603182
1015,2011,5.5,4.966031746031754
1016,2012,5.25,4.924365079365087
1017,2013,5.75,4.996031746031753
1018,2014,5.333333333333333,4.95158730158731
1019,2015,8.2,5.04158730158731
1020,2016,4.4,4.874920634920643
1021,2017,5.571428571428571,4.960634920634929
1022,2018,6.0,5.038412698412707
1023,2019,6.5,5.12174603174604
1024,2020,6.666666666666668,5.210634920634929
1025,2021,6.666666666666668,5.2995238095238175
1026,2022,8.0,5.4661904761904845
1027,2023,3.5,5.399523809523817
1028,2024,2.5,5.316190476190484
1029,2025,6.25,5.391190476190484
1030,2026,6.2,5.350238095238103
1031,2027,3.0,5.283571428571436
1032,2028,4.333333333333333,5.311349206349215
1033,2029,4.0,5.244682539682548
1034,2030,7.5,5.354682539682548
1035,2031,2.0,5.2880158730158815
1036,2032,6.0,5.334682539682548
1037,2033,8.0,5.358492063492073
1038,2034,5.0,5.325158730158739
1039,2035,5.5,5.325158730158739
1040,2037,6.2,5.420714285714294
1041,2038,5.5,5.47738095238096
1042,2039,2.5,5.419047619047627
1043,2040,4.5,5.369047619047627
1044,2041,9.0,5.510714285714294
1045,2042,6.0,5.527380952380961
1046,2043,5.25,5.527380952380961
1047,2044,7.5,5.585714285714293
1048,2045,4.666666666666667,5.563492063492071
1049,2046,6.0,5.490158730158738
1050,2047,5.0,5.510158730158738
1051,2049,1.0,5.357777777777785
1052,2050,6.333333333333332,5.368888888888896
1053,2051,4.8,5.31222222222223
1054,2052,3.6666666666666665,5.21222222222223
1055,2053,7.8,5.250000000000009
1056,2054,11.0,5.3500000000000085
1057,2055,7.333333333333332,5.477777777777787
1058,2056,5.4,5.574444444444453
1059,2057,11.5,5.749444444444453
1060,2058,4.75,5.70111111111112
1061,2059,5.0,5.767777777777787
1062,2060,7.0,5.856666666666675
1063,2061,4.0,5.856666666666675
1064,2062,6.0,5.8066666666666755
1065,2063,2.0,5.8066666666666755
1066,2064,3.6666666666666665,5.728888888888898
1067,2065,9.333333333333334,5.773333333333342
1068,2066,4.0,5.740000000000009
1069,2067,5.875,5.752500000000009
1070,2068,4.0,5.679166666666676
1071,2069,6.0,5.695833333333343
1072,2070,5.0,5.7791666666666766
1073,2071,6.5,5.845833333333343
1074,2072,5.666666666666668,5.734722222222231
1075,2073,8.0,5.801388888888898
1076,2074,8.0,5.893055555555565
1077,2075,4.0,5.776388888888898
1078,2076,7.0,5.854166666666676
1079,2077,7.0,5.887500000000009
1080,2078,5.4,5.900833333333343
1081,2079,9.0,6.167500000000009
1082,2080,3.0,6.056388888888899
1083,2081,1.0,5.929722222222231
1084,2082,2.0,5.874166666666676
1085,2083,5.75,5.805833333333342
1086,2084,6.0,5.639166666666676
1087,2085,6.5,5.611388888888897
1088,2086,7.4,5.678055555555564
1089,2087,4.0,5.428055555555564
1090,2088,10.833333333333336,5.630833333333342
1091,2089,9.333333333333334,5.775277777777787
1092,2090,5.666666666666668,5.730833333333342
1093,2091,10.0,5.930833333333342
1094,2092,5.8,5.924166666666676
1095,2093,15.0,6.35750000000001
1096,2094,2.0,6.301944444444454
1097,2095,5.0,6.1575000000000095
1098,2096,5.0,6.190833333333343
1099,2097,4.888888888888889,6.157962962962972
1100,2098,5.666666666666668,6.213518518518527
1101,2099,9.0,6.313518518518527
1102,2100,6.666666666666668,6.369074074074082
1103,2101,3.25,6.260740740740749
1104,2102,10.5,6.42185185185186
1105,2104,6.333333333333332,6.366296296296306
1106,2105,5.0,6.266296296296305
1107,2107,7.25,6.374629629629639
1108,2108,4.0,6.274629629629639
1109,2109,6.0,6.241296296296306
1110,2110,5.0,6.227962962962972
1111,2111,8.0,6.194629629629639
1112,2112,5.0,6.2612962962963055
1113,2113,8.5,6.5112962962963055
1114,2114,7.333333333333332,6.6890740740740835
1115,2115,8.5,6.78074074074075
1116,2116,6.4,6.794074074074084
1117,2117,10.5,6.927407407407417
1118,2118,5.0,6.847407407407417
1119,2119,7.0,6.947407407407416
1120,2120,7.0,6.819629629629639
1121,2121,3.0,6.608518518518527
1122,2122,7.333333333333332,6.664074074074083
1123,2123,5.5,6.514074074074084
1124,2124,2.0,6.387407407407417
1125,2125,6.0,6.087407407407416
1126,2126,4.666666666666667,6.176296296296305
1127,2127,6.5,6.226296296296305
1128,2128,7.0,6.292962962962972
1129,2131,10.0,6.463333333333342
1130,2132,6.5,6.49111111111112
1131,2133,3.0,6.29111111111112
1132,2134,5.25,6.243888888888899
1133,2136,13.0,6.568888888888898
1134,2138,15.0,6.718888888888898
1135,2140,13.0,6.941111111111121
1136,2143,3.0,6.874444444444453
1137,2144,1.0,6.66611111111112
1138,2145,9.666666666666666,6.855000000000008
1139,2147,3.5,6.771666666666675
1140,2148,2.0,6.671666666666676
1141,2149,7.0,6.638333333333342
1142,2150,3.5,6.588333333333342
1143,2152,3.0,6.405000000000009
1144,2153,17.0,6.72722222222223
1145,2155,5.666666666666668,6.632777777777786
1146,2156,6.2,6.626111111111118
1147,2157,10.0,6.609444444444452
1148,2159,17.0,7.009444444444452
1149,2160,4.5,6.926111111111118
1150,2162,2.0,6.759444444444452
1151,2163,5.0,6.826111111111119
1152,2164,6.0,6.781666666666674
1153,2165,2.0,6.665000000000007
1154,2166,9.2,6.9050000000000065
1155,2167,6.333333333333332,6.916111111111118
1156,2168,9.0,7.060555555555563
1157,2169,7.666666666666668,7.099444444444452
1158,2170,5.0,7.032777777777785
1159,2173,9.666666666666666,7.021666666666674
1160,2174,12.0,7.205000000000007
1161,2175,2.0,7.171666666666673
1162,2176,12.0,7.396666666666674
1163,2177,17.0,7.5300000000000065
1164,2178,6.0,7.230000000000007
1165,2179,7.0,7.0300000000000065
1166,2180,5.5,7.11333333333334
1167,2181,4.333333333333333,7.224444444444452
1168,2182,2.0,6.9688888888888965
1169,2183,4.25,6.993888888888896
1170,2184,4.333333333333333,7.071666666666674
1171,2185,3.0,6.9383333333333415
1172,2186,15.0,7.321666666666674
1173,2187,3.6666666666666665,7.3438888888888965
1174,2188,4.0,6.910555555555563
1175,2189,5.0,6.888333333333341
1176,2190,1.0,6.715000000000008
1177,2192,14.0,6.848333333333342
1178,2193,5.0,6.448333333333341
1179,2195,5.0,6.465000000000008
1180,2199,5.0,6.565000000000008
1181,2200,5.0,6.565000000000008
1182,2201,6.5,6.581666666666675
1183,2203,7.333333333333332,6.759444444444453
1184,2205,1.0,6.48611111111112
1185,2206,9.0,6.575000000000008
1186,2208,3.0,6.375000000000009
1187,2211,7.5,6.369444444444453
1188,2212,5.0,6.369444444444453
1189,2213,9.5,6.363888888888898
1190,2214,12.0,6.363888888888898
1191,2215,6.666666666666668,6.519444444444454
1192,2216,5.0,6.28611111111112
1193,2217,7.75,5.977777777777787
1194,2218,6.5,5.994444444444453
1195,2221,1.5,5.81111111111112
1196,2222,5.666666666666668,5.816666666666675
1197,2223,5.0,5.8388888888888975
1198,2224,2.0,5.8388888888888975
1199,2225,1.0,5.730555555555564
1200,2226,5.0,5.752777777777785
1201,2229,2.0,5.719444444444452
1202,2230,8.5,5.502777777777785
1203,2233,9.0,5.680555555555563
1204,2234,5.0,5.7138888888888975
1205,2240,9.5,5.863888888888897
1206,2242,9.0,6.1305555555555635
1207,2244,16.5,6.2138888888888975
1208,2246,11.0,6.413888888888897
1209,2247,9.0,6.5472222222222305
1210,2248,5.0,6.5472222222222305
1211,2249,4.5,6.530555555555564
1212,2253,4.0,6.447222222222231
1213,2254,5.0,6.3694444444444525
1214,2256,10.0,6.669444444444452
1215,2258,6.0,6.569444444444453
1216,2260,8.75,6.761111111111119
1217,2261,3.0,6.611111111111119
1218,2264,13.0,6.877777777777785
1219,2267,17.0,7.127777777777785
1220,2268,5.0,6.894444444444452
1221,2273,7.0,6.905555555555564
1222,2274,10.0,7.072222222222231
1223,2279,6.0,7.013888888888897
1224,2280,6.0,6.997222222222231
1225,2282,10.0,7.280555555555564
1226,2284,7.0,7.325000000000008
1227,2285,2.0,7.2250000000000085
1228,2287,8.0,7.425000000000009
1229,2290,9.0,7.691666666666675
1230,2293,5.0,7.691666666666675
1231,2294,4.0,7.758333333333342
1232,2295,6.0,7.675000000000009
1233,2296,9.0,7.675000000000009
1234,2297,13.0,7.941666666666675
1235,2298,6.0,7.825000000000008
1236,2300,12.0,7.925000000000009
1237,2301,2.0,7.441666666666675
1238,2303,6.0,7.275000000000008
1239,2304,12.0,7.375000000000009
1240,2305,12.0,7.608333333333342
1241,2308,5.0,7.625000000000009
1242,2313,5.0,7.658333333333342
1243,2314,4.0,7.625000000000009
1244,2315,6.0,7.491666666666675
1245,2316,2.0,7.358333333333342
1246,2322,8.0,7.333333333333342
1247,2331,5.0,7.400000000000008
1248,2333,6.0,7.166666666666675
1249,2336,4.0,6.733333333333342
1250,2340,3.0,6.666666666666675
1251,2342,9.5,6.750000000000009
1252,2350,3.0,6.5166666666666755
1253,2355,7.0,6.550000000000009
1254,2357,5.0,6.5166666666666755
1255,2359,7.0,6.416666666666675
1256,2360,6.5,6.400000000000008
1257,2361,12.0,6.733333333333342
1258,2364,17.0,7.033333333333342
1259,2366,12.0,7.133333333333342
1260,2370,2.0,7.033333333333342
1261,2372,8.0,7.166666666666675
1262,2373,11.5,7.3500000000000085
1263,2375,6.0,7.250000000000009
1264,2394,15.0,7.316666666666675
1265,2397,5.0,7.283333333333342
1266,2402,7.0,7.116666666666675
1267,2404,8.0,7.316666666666675
1268,2412,9.0,7.416666666666675
1269,2419,8.0,7.283333333333342
1270,2424,3.0,6.983333333333342
1271,2441,17.0,7.383333333333342
1272,2448,2.0,7.283333333333342
1273,2475,7.0,7.383333333333342
